id,ugb_id,rendaTipo,estadoCivil,origem,escolaridade,tipoCliente,cidade_id,Idade,rendaMedia,Aprovado
321,2,1,3,1,4,1,0,39,1501,1
328,2,1,1,1,5,1,0,26,1276,1
330,2,1,1,1,4,1,0,37,1339,1
331,2,1,2,1,2,1,0,36,1799,1
332,2,0,0,1,0,0,0,32,1600,0
333,2,2,2,1,4,1,0,38,1500,1
334,2,1,2,1,5,1,0,24,1835,0
335,2,0,0,1,0,1,0,35,1600,0
353,2,1,1,1,2,1,0,34,1800,1
354,2,3,1,1,4,1,0,58,1800,1
355,2,1,1,1,3,1,0,29,1300,0
356,2,2,2,1,0,1,0,27,1600,0
357,2,3,1,1,1,1,0,44,1600,0
358,2,3,7,1,5,1,0,49,1596,1
359,2,2,1,1,4,1,0,27,1780,1
360,2,2,7,1,5,1,0,22,1600,1
386,4,1,1,2,2,1,1508,52,1837,1
398,4,1,5,2,4,1,1508,54,1881,1
400,4,2,1,2,6,1,1508,33,1600,1
408,4,1,1,2,2,1,1508,25,1400,1
421,4,2,2,2,5,1,1508,30,1800,1
424,4,2,1,2,5,1,1508,33,1000,0
428,4,2,1,2,2,1,1508,47,800,0
429,4,1,2,2,5,1,1508,32,1250,0
432,4,1,1,2,6,1,1508,31,1875,0
439,4,2,7,2,4,1,1508,33,1500,1
448,4,1,1,2,5,1,1629,40,1460,0
453,4,1,3,2,2,1,1508,57,880,0
477,4,3,1,2,4,1,1508,33,1200,1
481,4,2,2,2,5,1,1508,34,1600,1
484,4,2,2,2,2,1,1508,35,1800,1
501,4,3,1,2,3,1,1508,41,1550,0
504,4,1,1,2,2,1,1508,28,1730,1
510,4,3,2,2,5,1,1508,30,1400,1
515,4,1,2,2,6,1,1508,32,1500,1
517,4,2,1,2,2,1,1508,29,2000,1
518,4,1,7,2,7,1,1563,35,2780,0
521,4,1,3,2,5,1,1508,44,2000,0
522,4,3,1,2,2,1,1508,37,1300,1
526,4,1,1,2,3,1,1508,53,1000,1
534,4,2,1,2,2,1,1508,40,1500,1
536,4,3,1,2,5,1,1508,40,1580,1
541,4,1,1,2,5,1,1508,43,2240,1
546,4,1,1,2,2,1,1508,30,921,1
549,4,1,1,2,5,1,1508,26,750,1
550,4,3,1,2,5,1,1508,44,1802,1
553,4,1,2,2,2,1,1508,54,2172,1
554,4,1,1,2,6,1,1508,29,1674,1
557,4,1,1,2,2,1,1508,32,1600,0
572,4,1,1,2,2,1,1508,43,830,1
573,4,1,1,2,5,1,1508,33,1570,0
580,4,1,1,2,4,1,1508,56,1500,1
586,4,3,1,2,5,1,1508,39,1515,1
600,4,1,2,2,4,1,1508,48,1500,1
605,4,2,1,2,5,1,1508,26,2000,0
607,4,1,1,2,5,1,1508,28,823,1
616,4,1,1,2,3,1,1508,35,1200,0
621,4,3,1,2,5,1,1508,28,1200,1
625,4,2,1,2,5,1,1508,34,800,0
630,4,1,2,2,3,1,1508,8,1600,1
634,4,1,7,2,5,1,1508,39,2000,0
636,4,1,1,2,4,1,1508,38,1500,0
639,4,1,1,2,5,1,1508,60,1800,1
642,4,2,7,2,2,1,1508,25,1500,1
643,4,1,2,2,5,1,1508,29,1760,0
665,4,3,2,2,4,1,1508,31,1817,1
668,4,1,2,2,6,1,1508,36,1100,1
677,4,2,1,2,5,1,1508,20,1500,0
692,4,1,1,2,5,1,1508,28,1310,1
704,4,1,1,2,6,1,1508,35,1280,1
719,4,1,2,2,7,1,1508,37,1400,1
727,4,3,1,2,3,1,1508,37,1500,1
732,4,3,1,2,5,1,1508,36,1400,1
734,4,1,2,2,7,1,1508,42,1800,1
741,4,1,1,2,6,1,1508,33,800,1
754,4,1,1,2,7,1,1508,28,1646,1
756,4,2,1,2,2,1,1508,24,937,0
757,4,1,2,2,5,1,1508,50,1100,0
760,4,1,2,2,5,1,1508,27,1700,1
767,4,1,1,2,5,1,1508,28,1621,1
768,4,2,1,2,5,1,1508,29,1100,1
777,4,2,2,2,5,1,1508,31,1500,1
778,4,1,1,2,4,1,1508,0,1448,0
779,4,3,1,2,5,1,1508,0,980,1
780,4,1,1,2,5,1,1508,37,1115,1
781,4,1,1,2,5,1,1508,0,786,0
782,4,1,2,2,6,1,1508,0,1524,0
783,4,1,2,2,2,1,1508,0,1448,1
784,4,2,1,2,6,1,1508,33,1700,1
793,4,1,1,2,6,1,1508,30,2000,1
797,4,1,2,2,5,1,1508,33,1440,0
798,4,3,1,2,5,1,1508,0,1800,1
799,4,3,1,2,3,1,1508,38,1600,0
808,4,1,1,2,7,1,1508,35,1454,1
818,4,3,3,2,5,1,1508,37,1600,1
822,4,1,3,2,5,1,1508,30,1950,1
823,4,2,1,2,5,1,1508,0,1800,1
824,4,1,2,2,5,1,1508,0,1300,0
825,4,1,1,2,2,1,1508,0,780,0
826,4,1,1,2,5,1,1508,0,2000,0
827,4,3,1,2,4,1,1508,0,1500,1
828,4,3,5,2,2,1,1508,0,1000,0
829,4,3,1,2,5,1,1508,0,1000,0
830,4,1,1,2,5,1,1508,0,1236,0
831,4,2,7,2,5,1,1508,31,1800,1
832,4,2,3,2,3,1,1508,0,1400,1
833,4,3,5,2,3,1,1629,0,1500,1
834,4,1,2,2,5,1,1508,44,1880,1
835,4,3,2,2,6,1,1508,0,1500,1
836,4,1,1,2,5,1,1508,0,1200,0
837,4,2,1,2,6,1,1508,0,1600,1
838,4,1,1,2,5,1,1596,0,1000,0
839,4,1,1,2,5,1,1508,0,1300,0
840,4,2,1,2,4,1,1508,0,1500,0
841,4,1,2,2,7,1,1508,35,1531,1
842,4,2,1,2,5,1,1508,0,724,0
843,4,3,1,2,6,1,1508,0,1500,0
844,4,1,2,2,5,1,1508,0,1700,0
845,4,2,1,2,5,1,1508,0,1500,1
846,4,1,1,2,2,1,1508,0,1400,1
847,4,2,1,2,6,1,1508,31,1200,0
848,4,2,2,2,2,1,1508,0,724,0
849,4,2,1,2,2,1,1508,0,1200,1
850,4,1,2,2,6,1,1508,0,1758,0
851,4,1,1,2,6,1,1508,0,1600,1
852,4,3,3,2,7,1,1508,0,1000,1
853,4,1,1,2,4,1,1508,0,1600,1
855,4,2,1,2,1,1,1508,0,1200,0
856,4,1,2,2,5,1,1508,0,785,1
857,4,1,1,2,5,1,1508,0,1528,1
858,4,1,3,2,2,1,1508,0,1000,1
859,4,3,1,2,2,1,1508,55,1509,1
860,4,1,2,2,5,1,1508,33,1380,1
861,4,2,1,2,3,1,1508,56,1500,0
862,4,1,1,2,2,1,1508,35,1200,1
863,4,1,1,2,2,1,1508,0,825,1
864,4,1,1,2,3,1,1508,0,1560,1
865,4,1,1,2,5,1,1508,62,800,1
866,4,1,1,2,6,1,1508,0,1230,1
867,4,1,1,2,5,1,1508,0,1100,1
868,4,3,1,2,5,1,1508,0,1200,1
869,4,3,1,2,6,1,1508,0,1200,1
870,4,1,1,2,2,1,1508,0,785,1
871,4,2,2,2,5,1,1508,0,1500,0
872,4,1,3,2,5,1,1508,0,724,1
873,4,2,1,2,6,1,1508,0,1200,1
874,4,1,1,2,5,1,1508,0,1650,1
875,4,1,1,2,5,1,1508,31,1300,1
876,4,1,3,2,5,1,1508,0,1500,0
877,4,1,1,2,7,1,1508,0,2000,1
878,4,1,1,2,4,1,1508,0,1600,1
879,4,2,1,2,5,1,1508,0,950,1
880,4,3,3,2,5,1,1508,0,1800,1
881,4,3,1,2,7,1,1508,0,1500,1
882,4,1,1,2,3,1,1508,0,834,1
883,4,2,1,2,5,1,1508,50,1500,0
884,4,3,1,2,7,1,1508,0,1600,0
885,4,1,2,2,5,1,1508,0,1397,0
886,4,1,3,2,5,1,1508,0,724,0
887,4,1,2,2,5,1,1508,0,1320,1
888,4,1,1,2,7,1,1508,0,1000,0
889,4,1,1,2,7,1,1508,0,1000,0
890,4,3,1,2,5,1,1508,0,1000,1
891,4,2,1,2,4,1,1508,0,1600,1
892,4,1,2,2,5,1,1508,0,867,0
893,4,1,3,2,5,1,1508,0,1400,0
894,4,1,1,2,5,1,1508,53,1000,1
895,4,3,1,2,5,1,1508,0,1600,0
896,4,2,1,2,5,1,1508,29,1100,1
897,4,1,2,2,2,1,1508,0,1600,0
898,4,2,1,2,2,1,1508,45,1500,0
899,4,1,3,2,2,1,1508,0,1480,0
900,4,3,1,2,6,1,1508,32,1600,1
901,4,3,2,2,5,1,1508,0,2000,1
902,4,3,1,2,7,1,1508,0,1000,0
903,4,2,1,2,7,1,1508,32,1600,1
904,4,3,1,2,6,1,1508,35,1700,1
905,4,1,5,2,2,1,1508,60,724,1
907,4,2,1,2,4,1,1508,39,1100,0
908,4,2,3,2,7,1,1508,61,2000,0
909,4,1,5,2,3,1,1508,52,1480,1
920,4,1,2,2,3,1,1508,42,1547,1
923,4,3,2,2,2,1,1508,45,1602,1
924,4,1,2,2,5,1,1508,0,2000,1
925,4,1,3,2,6,1,1508,0,1200,1
926,4,1,1,2,5,1,1508,0,1993,1
927,4,1,2,2,4,1,1508,0,740,1
928,4,1,1,2,4,1,1508,0,700,1
929,4,1,3,2,6,1,1508,0,1767,1
930,4,3,1,2,2,1,1508,38,1500,1
931,4,1,1,2,6,1,1508,0,822,0
932,4,1,2,2,5,1,1508,0,2000,1
933,4,3,1,2,5,1,1508,0,1827,1
934,4,3,3,2,5,1,1508,39,1700,1
935,4,1,1,2,4,1,1508,0,830,0
936,4,3,1,2,5,1,1508,31,1600,0
937,4,2,1,2,7,1,1508,0,1500,0
938,4,2,1,2,5,1,1508,31,1500,1
939,4,3,1,2,4,1,1508,0,1400,1
940,4,1,3,2,5,1,1508,36,1500,1
941,4,1,1,2,4,1,1508,0,1700,1
942,4,1,1,2,5,1,1508,0,1350,0
943,4,1,1,2,3,1,1508,0,780,1
944,4,1,1,2,7,1,1508,0,1092,1
945,4,2,1,2,3,1,1508,0,2000,1
946,4,1,1,2,5,1,1508,32,1100,1
947,4,3,1,2,5,1,1508,37,1200,0
948,4,1,3,2,4,1,1508,0,1500,1
949,4,2,1,2,4,1,1508,0,1000,0
950,4,1,3,2,5,1,1508,0,1570,0
951,4,1,1,2,4,1,1508,0,1100,1
952,4,2,1,2,3,1,1508,0,1650,0
953,4,3,1,2,2,1,1508,29,1500,1
954,4,1,1,2,4,1,1508,42,1300,1
955,4,3,2,2,5,1,1508,23,1948,0
956,4,3,1,2,5,1,1508,0,2100,1
957,4,1,1,2,5,1,1484,0,800,0
958,4,3,2,2,5,1,1508,32,1513,1
959,4,1,1,2,5,1,1508,32,1452,0
960,4,2,1,2,7,1,1508,30,1500,0
961,4,1,1,2,5,1,1508,0,1400,0
962,4,1,2,2,3,1,1508,64,1660,1
963,4,1,1,2,5,1,1508,0,2000,0
964,4,3,1,2,5,1,1508,0,1200,0
965,4,1,2,2,4,1,1508,0,1600,0
966,4,1,1,2,5,1,1508,0,800,1
967,4,2,1,2,4,1,1508,0,1200,0
968,4,1,2,2,5,1,1508,0,900,0
969,4,1,1,2,6,1,1508,40,1000,1
970,4,1,1,2,5,1,1508,0,1200,1
971,4,3,1,2,5,1,1508,38,1500,1
972,4,2,7,2,3,1,1508,29,1700,0
973,4,1,1,2,5,1,1508,0,2000,0
974,4,1,1,2,1,1,1508,0,724,0
975,4,3,2,2,6,1,1508,0,1800,0
976,4,1,2,2,2,1,1508,0,1500,0
977,4,3,1,2,4,1,1508,0,1830,0
978,4,2,1,2,4,1,1508,0,724,0
979,4,1,2,2,5,1,1508,51,1676,1
980,4,2,1,2,6,1,1508,0,800,1
981,4,1,1,2,7,1,1508,0,1800,0
982,4,1,2,2,5,1,1508,0,1513,0
983,4,1,2,2,5,1,1508,41,753,1
984,4,3,1,2,3,1,1508,59,2000,0
985,4,1,2,2,7,1,1508,33,1260,0
986,4,1,1,2,6,1,1508,38,1500,1
987,4,1,1,2,7,1,1508,42,1282,1
988,4,3,1,2,5,1,1508,25,1600,0
989,4,3,1,2,2,1,1508,58,1954,1
990,4,3,1,2,7,1,1508,0,1400,1
991,4,1,1,2,5,1,1508,0,1001,0
992,4,3,1,2,5,1,1508,30,1200,0
993,4,1,2,2,5,1,1508,31,1500,1
994,4,2,2,2,2,1,1508,62,1440,0
995,4,1,2,2,3,1,1508,0,800,0
996,4,1,1,2,5,1,1508,45,1600,1
997,4,1,2,2,6,1,1508,0,1324,1
998,4,1,4,2,1,1,1508,0,724,0
999,4,2,2,2,2,1,1508,0,1200,0
1000,4,1,2,2,4,1,1508,0,1600,0
1001,4,1,2,2,2,1,1508,27,1300,1
1002,4,1,2,2,5,1,1508,0,1400,0
1003,4,3,1,2,5,1,1508,0,1500,0
1004,4,1,2,2,5,1,1508,34,1200,1
1005,4,1,1,2,5,1,1508,0,1545,0
1006,4,1,1,2,5,1,1508,0,1361,0
1007,4,3,2,2,7,1,1508,0,800,0
1008,4,3,1,2,3,1,1508,47,1300,1
1009,4,2,1,2,2,1,1508,0,1500,0
1010,4,1,2,2,6,1,1508,0,1730,0
1011,4,1,1,2,5,1,1508,28,722,1
1012,4,1,2,2,2,1,1508,34,1924,1
1013,4,3,1,2,5,1,1508,0,1500,0
1014,4,1,1,2,5,1,1508,35,1000,1
1015,4,2,1,2,4,1,1508,29,1200,1
1016,4,1,1,2,4,1,1508,67,1400,0
1017,4,2,2,2,5,1,1508,0,1500,1
1018,4,1,1,2,5,1,1508,0,754,1
1019,4,3,1,2,3,1,1508,31,1100,1
1020,4,1,2,2,7,1,1508,56,1032,0
1021,4,1,2,2,2,1,1508,0,724,0
1022,4,2,1,2,2,1,1508,32,1500,1
1023,4,1,2,2,6,1,1508,42,1360,1
1024,4,1,2,2,5,1,1508,34,1100,0
1025,4,1,1,2,5,1,1508,0,1212,0
1026,4,1,1,2,4,1,1508,36,800,1
1027,4,3,1,2,5,1,1508,40,1600,1
1028,4,3,2,2,5,1,1508,0,1800,0
1029,4,3,1,2,2,1,1508,36,1200,0
1030,4,3,1,2,4,1,1508,32,2030,0
1031,4,2,1,2,2,1,1508,0,1500,0
1032,4,1,2,1,5,3,0,0,1000,0
1033,4,1,2,2,5,1,1508,27,1530,0
1034,4,1,1,2,5,1,1508,0,724,1
1035,4,3,2,2,5,1,1508,0,2000,0
1036,4,1,1,2,5,1,1508,34,1394,1
1037,4,3,1,2,5,1,1508,0,1200,1
1038,4,1,1,2,3,1,1508,53,1908,1
1039,4,3,1,2,3,1,1508,40,1000,0
1040,4,3,2,2,6,1,1508,27,1000,1
1041,4,1,2,2,2,1,1508,33,1200,0
1042,4,2,1,2,5,1,1508,48,1500,0
1043,4,1,1,2,2,1,1508,0,724,0
1044,4,1,2,2,5,1,1508,0,1950,0
1045,4,1,1,2,2,1,1508,49,1600,1
1046,4,1,1,2,5,1,1508,25,898,0
1047,4,1,1,2,5,1,1508,49,1000,0
1048,4,1,1,2,5,1,1508,34,780,1
1049,4,1,1,2,7,1,1575,0,2000,0
1050,4,2,1,2,5,1,1508,0,1500,1
1051,4,3,1,2,5,1,1508,32,1400,0
1052,4,1,1,2,5,1,4969,0,785,0
1053,4,1,5,2,7,1,1552,0,2000,0
1054,4,1,2,2,5,1,1508,33,1550,0
1055,4,2,2,2,5,1,1508,40,1500,1
1056,4,2,1,2,5,1,1508,0,724,0
1057,4,3,1,2,5,1,1508,0,1730,1
1058,4,1,1,2,5,1,1508,31,1700,1
1059,4,1,1,2,2,1,1811,43,724,1
1060,4,2,3,2,5,1,1491,0,1480,0
1061,4,2,7,2,5,1,1508,30,1800,1
1062,4,2,2,2,3,1,1508,58,1700,0
1063,4,2,1,2,5,1,1508,0,1700,1
1064,4,3,1,2,5,1,1508,0,1300,0
1065,4,1,2,2,5,1,1508,0,724,0
1066,4,1,1,2,2,1,1508,0,724,0
1067,4,3,2,2,5,1,1508,38,1800,1
1068,4,1,2,2,5,1,1508,34,2095,1
1069,4,2,1,2,2,1,1508,0,1600,0
1070,4,2,1,2,3,1,1508,0,2100,0
1071,4,2,1,2,5,1,1508,37,1448,1
1072,4,1,1,2,5,1,1508,0,1600,0
1073,4,1,2,2,4,1,1508,28,1500,0
1074,4,2,1,2,2,1,1508,34,720,0
1075,4,1,1,2,5,1,1508,52,920,0
1076,4,1,1,2,6,1,1508,28,1500,1
1077,4,1,2,2,5,1,1508,31,1500,1
1078,4,1,1,2,6,1,1508,0,785,1
1079,4,3,2,2,5,1,1508,0,1300,0
1080,4,1,1,2,6,1,1508,25,856,0
1081,4,1,1,2,4,1,1508,0,960,0
1082,4,1,1,2,2,1,1508,31,835,1
1083,4,2,2,2,5,1,1508,39,850,1
1084,4,2,1,2,5,1,1508,36,1600,1
1085,4,2,2,2,2,1,1508,36,1500,1
1086,4,1,1,2,5,1,1508,36,1500,1
1087,4,1,3,2,5,1,1508,41,785,1
1088,4,3,1,2,4,1,1508,0,1000,1
1089,4,1,1,2,2,1,1508,54,1000,0
1090,4,2,2,2,2,1,1508,66,1000,0
1091,4,1,1,2,2,1,1508,57,724,0
1092,4,3,1,2,3,1,1508,33,1500,1
1093,4,1,2,2,5,1,1508,29,1000,0
1094,4,1,1,2,4,1,1508,31,1600,0
1095,4,3,1,2,6,1,1508,0,1700,1
